sample,total_count,population,count,percentage
sample04663,106153,cd8_t_cell,28228,26.5918061666
sample04663,106153,monocyte,22144,20.8604561341
sample04663,106153,nk_cell,13287,12.5168389023
sample04664,102263,b_cell,12109,11.8410373253
sample04664,102263,cd4_t_cell,27410,26.8034381937
sample04664,102263,cd8_t_cell,25736,25.1664825010
sample04664,102263,monocyte,21313,20.8413600227
sample04664,102263,nk_cell,15695,15.3476819573
sample04665,101437,b_cell,12729,12.5486755326
sample04665,101437,cd4_t_cell,31440,30.9946074904
sample04665,101437,cd8_t_cell,28115,27.7167108649
sample04665,101437,monocyte,16087,15.8591046660
sample04665,101437,nk_cell,13066,12.8809014462
sample04666,88458,b_cell,7845,8.8686156142
sample04666,88458,cd4_t_cell,24009,27.1416943634
sample04666,88458,cd8_t_cell,24428,27.6153654842
sample04666,88458,monocyte,19712,22.2840217957
sample04666,88458,nk_cell,12464,14.0903027425
sample04667,91057,b_cell,5396,5.9259584656
sample04667,91057,cd4_t_cell,25523,28.0296956851
sample04667,91057,cd8_t_cell,25978,28.5293826944
sample04667,91057,monocyte,23880,26.2253313858
sample04667,91057,nk_cell,10280,11.2896317691
sample04668,108113,b_cell,8427,7.7946222933
sample04668,108113,cd4_t_cell,32926,30.4551719035
sample04668,108113,cd8_t_cell,22555,20.8624309750
sample04668,108113,monocyte,26463,24.4771674082
sample04668,108113,nk_cell,17742,16.4106074200
sample04669,98315,b_cell,4627,4.7063011748
sample04669,98315,cd4_t_cell,37913,38.5627828917
sample04669,98315,cd8_t_cell,18525,18.8424960586
sample04669,98315,monocyte,13479,13.7100137314
sample04669,98315,nk_cell,23771,24.1784061435
sample04670,98255,b_cell,15742,16.0215765101
sample04670,98255,cd4_t_cell,23524,23.9417841331
sample04670,98255,cd8_t_cell,21322,21.7006768103
sample04670,98255,monocyte,19995,20.3501094092
sample04670,98255,nk_cell,17672,17.9858531372
sample04671,108019,b_cell,13387,12.3931900869
sample04671,108019,cd4_t_cell,35283,32.6636980531
sample04671,108019,cd8_t_cell,16144,14.9455188439
sample04671,108019,monocyte,22464,20.7963413844
sample04671,108019,nk_cell,20741,19.2012516317
sample04672,91606,b_cell,5816,6.3489291094
sample04672,91606,cd4_t_cell,29063,31.7260878108
sample04672,91606,cd8_t_cell,25953,28.3311136825
sample04672,91606,monocyte,18414,20.1013034081
sample04672,91606,nk_cell,12360,13.4925659891
sample04673,108338,b_cell,9344,8.6248592368
sample04673,108338,cd4_t_cell,35002,32.3081467260
sample04673,108338,cd8_t_cell,31488,29.0645941406
sample04673,108338,monocyte,10167,9.3845188207
sample04673,108338,nk_cell,22337,20.6178810759
sample04674,102879,b_cell,17434,16.9461211715
sample04674,102879,cd4_t_cell,20097,19.5345988977
sample04674,102879,cd8_t_cell,31450,30.5698927867
sample04674,102879,monocyte,17977,17.4739256797
sample04674,102879,nk_cell,15921,15.4754614644
sample04675,108014,b_cell,8257,7.6443794323
sample04675,108014,cd4_t_cell,39653,36.7109819098
sample04675,108014,cd8_t_cell,25646,23.7432184717
sample04675,108014,monocyte,26025,24.0940989131
sample04675,108014,nk_cell,8433,7.8073212732
sample04676,107203,b_cell,5740,5.3543277707
sample04676,107203,cd4_t_cell,32531,30.3452328759
sample04676,107203,cd8_t_cell,28501,26.5860097199
sample04676,107203,monocyte,23143,21.5880152608
sample04676,107203,nk_cell,17288,16.1264143727
sample04677,91112,b_cell,10656,11.6954956537
sample04677,91112,cd4_t_cell,27571,30.2605584336
sample04677,91112,cd8_t_cell,25425,27.9052155589
sample04677,91112,monocyte,18352,20.1422425147
sample04677,91112,nk_cell,9108,9.9964878391
sample04678,99971,b_cell,5638,5.6396354943
sample04678,99971,cd4_t_cell,30858,30.8669514159
sample04678,99971,cd8_t_cell,22770,22.7766052155
sample04678,99971,monocyte,18287,18.2923047684
sample04678,99971,nk_cell,22418,22.4245031059
sample04679,96440,b_cell,11963,12.4046038988
sample04679,96440,cd4_t_cell,29724,30.8212360017
sample04679,96440,cd8_t_cell,24197,25.0902115305
sample04679,96440,monocyte,20792,21.5595188718
sample04679,96440,nk_cell,9764,10.1244296972
sample04680,95274,b_cell,9608,10.0845981065
sample04680,95274,cd4_t_cell,30296,31.7988118479
sample04680,95274,cd8_t_cell,19266,20.2216764280
sample04680,95274,monocyte,25032,26.2736948171
sample04680,95274,nk_cell,11072,11.6212188005
sample04681,110723,b_cell,9750,8.8057585145
sample04681,110723,cd4_t_cell,36285,32.7709689947
sample04681,110723,cd8_t_cell,25648,23.1641122441
sample04681,110723,monocyte,19254,17.3893409680
sample04681,110723,nk_cell,19786,17.8698192787
sample04682,106454,b_cell,8660,8.1349690946
sample04682,106454,cd4_t_cell,29058,27.2962969921
sample04682,106454,cd8_t_cell,34540,32.4459390911
sample04682,106454,monocyte,18683,17.5503034174
sample04682,106454,nk_cell,15513,14.5724914047
sample04683,90827,b_cell,8094,8.9114470367
sample04683,90827,cd4_t_cell,27594,30.3808338930
sample04683,90827,cd8_t_cell,24746,27.2452024178
sample04683,90827,monocyte,17334,19.0846334240
sample04683,90827,nk_cell,13059,14.3778832286
sample04684,91268,b_cell,5600,6.1357759565
sample04684,91268,cd4_t_cell,26739,29.2972345181
sample04684,91268,cd8_t_cell,24731,27.0971205680
sample04684,91268,monocyte,25145,27.5507297191
sample04684,91268,nk_cell,9053,9.9191392383
sample04685,108454,b_cell,14950,13.7846460250
sample04685,108454,cd4_t_cell,32477,29.9454146458
sample04685,108454,cd8_t_cell,25000,23.0512475335
sample04685,108454,monocyte,15248,14.0594168956
sample04685,108454,nk_cell,20779,19.1592749000
sample04686,111625,b_cell,12897,11.5538633819
sample04686,111625,cd4_t_cell,42311,37.9045912654
sample04686,111625,cd8_t_cell,17043,15.2680851064
sample04686,111625,monocyte,21832,19.5583426652
sample04686,111625,nk_cell,17542,15.7151175812
sample04687,97729,b_cell,7533,7.7080498112
sample04687,97729,cd4_t_cell,24310,24.8749091877
sample04687,97729,cd8_t_cell,27191,27.8228570844
sample04687,97729,monocyte,24062,24.6211462309
sample04687,97729,nk_cell,14633,14.9730376858
sample04688,104257,b_cell,9983,9.5753762337
sample04688,104257,cd4_t_cell,23063,22.1212964118
sample04688,104257,cd8_t_cell,36041,34.5693814324
sample04688,104257,monocyte,18653,17.8913646086
sample04688,104257,nk_cell,16517,15.8425813135
sample04689,108209,b_cell,9288,8.5833895517
sample04689,108209,cd4_t_cell,30282,27.9847332477
sample04689,108209,cd8_t_cell,31702,29.2970085668
sample04689,108209,monocyte,17025,15.7334417655
sample04689,108209,nk_cell,19912,18.4014268684
sample04690,95111,b_cell,6388,6.7163629864
sample04690,95111,cd4_t_cell,23584,24.7962906499
sample04690,95111,cd8_t_cell,30870,32.4568136178
sample04690,95111,monocyte,21972,23.1014288568
sample04690,95111,nk_cell,12297,12.9291038891
sample04691,102740,b_cell,14885,14.4880280319
sample04691,102740,cd4_t_cell,34098,33.1886314970
sample04691,102740,cd8_t_cell,16481,16.0414638894
sample04691,102740,monocyte,14727,14.3342417754
sample04691,102740,nk_cell,22549,21.9476348063
sample04692,100172,b_cell,9755,9.7382502096
sample04692,100172,cd4_t_cell,25928,25.8834804137
sample04692,100172,cd8_t_cell,17986,17.9551171984
sample04692,100172,monocyte,21916,21.8783692050
sample04692,100172,nk_cell,24587,24.5447829733
sample04693,91556,b_cell,9119,9.9600244659
sample04693,91556,cd4_t_cell,27148,29.6517978068
sample04693,91556,cd8_t_cell,30393,33.1960767181
sample04693,91556,monocyte,12094,13.2094018961
sample04693,91556,nk_cell,12802,13.9826991131
sample04694,102466,b_cell,4971,4.8513653309
sample04694,102466,cd4_t_cell,37863,36.9517693674
sample04694,102466,cd8_t_cell,29480,28.7705190014
sample04694,102466,monocyte,20716,20.2174379794
sample04694,102466,nk_cell,9436,9.2089083208
sample04695,101014,b_cell,10890,10.7806838656
sample04695,101014,cd4_t_cell,28363,28.0782861782
sample04695,101014,cd8_t_cell,34348,34.0032074762
sample04695,101014,monocyte,12694,12.5665749302
sample04695,101014,nk_cell,14719,14.5712475498
sample04696,117571,b_cell,9367,7.9671007306
sample04696,117571,cd4_t_cell,33331,28.3496780669
sample04696,117571,cd8_t_cell,38940,33.1204123466
sample04696,117571,monocyte,19974,16.9888833131
sample04696,117571,nk_cell,15959,13.5739255429
sample04697,105801,b_cell,8112,7.6672243174
sample04697,105801,cd4_t_cell,24949,23.5810625608
sample04697,105801,cd8_t_cell,34756,32.8503511309
sample04697,105801,monocyte,21137,19.9780720409
sample04697,105801,nk_cell,16847,15.9232899500
sample04698,97857,b_cell,7388,7.5497920435
sample04698,97857,cd4_t_cell,27781,28.3893845101
sample04698,97857,cd8_t_cell,27830,28.4394575759
sample04698,97857,monocyte,16914,17.2844047948
sample04698,97857,nk_cell,17944,18.3369610759
sample04699,94202,b_cell,10553,11.2025222394
sample04699,94202,cd4_t_cell,31646,33.5937665867
sample04699,94202,cd8_t_cell,27514,29.2074478249
sample04699,94202,monocyte,14112,14.9805736609
sample04699,94202,nk_cell,10377,11.0156896881
sample04700,102311,b_cell,4655,4.5498528995
sample04700,102311,cd4_t_cell,34575,33.7940201933
sample04700,102311,cd8_t_cell,33431,32.6758608556
sample04700,102311,monocyte,17021,16.6365297964
sample04700,102311,nk_cell,12629,12.3437362551
sample04701,106128,b_cell,13924,13.1200060305
sample04701,106128,cd4_t_cell,32559,30.6789914066
sample04701,106128,cd8_t_cell,22594,21.2893864013
sample04701,106128,monocyte,21465,20.2255766621
sample04701,106128,nk_cell,15586,14.6860394995
sample04702,94015,b_cell,9427,10.0271233314
sample04702,94015,cd4_t_cell,28641,30.4642876137
sample04702,94015,cd8_t_cell,25870,27.5168856034
sample04702,94015,monocyte,12569,13.3691432218
sample04702,94015,nk_cell,17508,18.6225602298
sample04703,95211,b_cell,9291,9.7583262438
sample04703,95211,cd4_t_cell,29521,31.0058711703
sample04703,95211,cd8_t_cell,17543,18.4253920240
sample04703,95211,monocyte,20502,21.5332262029
sample04703,95211,nk_cell,18354,19.2771843590
sample04704,104624,b_cell,6078,5.8093745221
sample04704,104624,cd4_t_cell,40683,38.8849594739
sample04704,104624,cd8_t_cell,26778,25.5945098639
sample04704,104624,monocyte,18030,17.2331396238
sample04704,104624,nk_cell,13055,12.4780165163
sample04705,96486,b_cell,15763,16.3370851730
sample04705,96486,cd4_t_cell,33184,34.3925543602
sample04705,96486,cd8_t_cell,18582,19.2587525651
sample04705,96486,monocyte,14272,14.7917832639
sample04705,96486,nk_cell,14685,15.2198246378
sample04706,95362,b_cell,9050,9.4901533105
sample04706,95362,cd4_t_cell,26779,28.0814160777
sample04706,95362,cd8_t_cell,29637,31.0784169795
sample04706,95362,monocyte,17650,18.5084205449
sample04706,95362,nk_cell,12246,12.8415930874
sample04707,105014,b_cell,13868,13.2058582665
sample04707,105014,cd4_t_cell,33072,31.4929437980
sample04707,105014,cd8_t_cell,21838,20.7953225284
sample04707,105014,monocyte,18171,17.3034071648
sample04707,105014,nk_cell,18065,17.2024682423
sample04708,92602,b_cell,12057,13.0202371439
sample04708,92602,cd4_t_cell,25379,27.4065354960
sample04708,92602,cd8_t_cell,25154,27.1635601823
sample04708,92602,monocyte,18695,20.1885488434
sample04708,92602,nk_cell,11317,12.2211183344
sample04709,104715,b_cell,10459,9.9880628372
sample04709,104715,cd4_t_cell,32703,31.2304827389
sample04709,104715,cd8_t_cell,18760,17.9152938929
sample04709,104715,monocyte,24624,23.5152556940
sample04709,104715,nk_cell,18169,17.3509048369
sample04710,89932,b_cell,11545,12.8374772050
sample04710,89932,cd4_t_cell,23870,26.5422763866
sample04710,89932,cd8_t_cell,23858,26.5289329716
sample04710,89932,monocyte,16840,18.7252590846
sample04710,89932,nk_cell,13819,15.3660543522
sample04711,97090,b_cell,3999,4.1188587908
sample04711,97090,cd4_t_cell,37194,38.3087856628
sample04711,97090,cd8_t_cell,32492,33.4658564219
sample04711,97090,monocyte,12693,13.0734370172
sample04711,97090,nk_cell,10712,11.0330621073
sample04712,105658,b_cell,13529,12.8045202446
sample04712,105658,cd4_t_cell,37982,35.9480588313
sample04712,105658,cd8_t_cell,18509,17.5178405800
sample04712,105658,monocyte,22614,21.4030172822
sample04712,105658,nk_cell,13024,12.3265630620
sample04713,106084,b_cell,11693,11.0223973455
sample04713,106084,cd4_t_cell,26366,24.8538893707
sample04713,106084,cd8_t_cell,24701,23.2843784171
sample04713,106084,monocyte,29189,27.5149881226
sample04713,106084,nk_cell,14135,13.3243467441
sample04714,98526,b_cell,5894,5.9821772933
sample04714,98526,cd4_t_cell,33118,33.6134624363
sample04714,98526,cd8_t_cell,21416,21.7363944543
sample04714,98526,monocyte,20609,20.9173213162
sample04714,98526,nk_cell,17489,17.7506444999
sample04715,111478,b_cell,5432,4.8727103106
sample04715,111478,cd4_t_cell,40357,36.2017617826
sample04715,111478,cd8_t_cell,22378,20.0739159296
sample04715,111478,monocyte,26191,23.4943217496
sample04715,111478,nk_cell,17120,15.3572902277
sample04716,108442,b_cell,5984,5.5181571716
sample04716,108442,cd4_t_cell,32140,29.6379631508
sample04716,108442,cd8_t_cell,32710,30.1635897530
sample04716,108442,monocyte,27300,25.1747477914
sample04716,108442,nk_cell,10308,9.5055421331
sample04717,110326,b_cell,12814,11.6146692529
sample04717,110326,cd4_t_cell,30337,27.4975980277
sample04717,110326,cd8_t_cell,29726,26.9437847833
sample04717,110326,monocyte,28264,25.6186211772
sample04717,110326,nk_cell,9185,8.3253267589
sample04718,96299,b_cell,8766,9.1028982648
sample04718,96299,cd4_t_cell,30958,32.1477896967
sample04718,96299,cd8_t_cell,20782,21.5807017726
sample04718,96299,monocyte,16083,16.7011080074
sample04718,96299,nk_cell,19710,20.4675022586
sample04719,93492,b_cell,6223,6.6561844864
sample04719,93492,cd4_t_cell,31426,33.6135712146
sample04719,93492,cd8_t_cell,19418,20.7696915244
sample04719,93492,monocyte,22851,24.4416634578
sample04719,93492,nk_cell,13574,14.5188893167
sample04720,91323,b_cell,3591,3.9321967084
sample04720,91323,cd4_t_cell,26143,28.6269614445
sample04720,91323,cd8_t_cell,25842,28.2973621103
sample04720,91323,monocyte,19519,21.3735860627
sample04720,91323,nk_cell,16228,17.7698936741
sample04721,91560,b_cell,12135,13.2536041940
sample04721,91560,cd4_t_cell,27452,29.9825251201
sample04721,91560,cd8_t_cell,19354,21.1380515509
sample04721,91560,monocyte,19032,20.7863695937
sample04721,91560,nk_cell,13587,14.8394495413
sample04722,100324,b_cell,5847,5.8281169012
sample04722,100324,cd4_t_cell,28782,28.6890474861
sample04722,100324,cd8_t_cell,31772,31.6693911726
sample04722,100324,monocyte,17216,17.1604003030
sample04722,100324,nk_cell,16707,16.6530441370
sample04723,97244,b_cell,6799,6.9916910041
sample04723,97244,cd4_t_cell,25753,26.4828678376
sample04723,97244,cd8_t_cell,19199,19.7431203982
sample04723,97244,monocyte,29652,30.4923697092
sample04723,97244,nk_cell,15841,16.2899510510
sample04724,95911,b_cell,12868,13.4166049775
sample04724,95911,cd4_t_cell,23541,24.5446299173
sample04724,95911,cd8_t_cell,25520,26.6080011677
sample04724,95911,monocyte,19702,20.5419607761
sample04724,95911,nk_cell,14280,14.8888031613
sample04725,99323,b_cell,10069,10.1376317671
sample04725,99323,cd4_t_cell,30199,30.4048407720
sample04725,99323,cd8_t_cell,25577,25.7513365484
sample04725,99323,monocyte,20876,21.0182938494
sample04725,99323,nk_cell,12602,12.6878970631
sample04726,96500,b_cell,8037,8.3284974093
sample04726,96500,cd4_t_cell,30564,31.6725388601
sample04726,96500,cd8_t_cell,18053,18.7077720207
sample04726,96500,monocyte,21433,22.2103626943
sample04726,96500,nk_cell,18413,19.0808290155
sample04727,94704,b_cell,8592,9.0724784592
sample04727,94704,cd4_t_cell,30213,31.9025595540
sample04727,94704,cd8_t_cell,19467,20.5556259503
sample04727,94704,monocyte,15905,16.7944331813
sample04727,94704,nk_cell,20527,21.6749028552
sample04728,99551,b_cell,9821,9.8652951753
sample04728,99551,cd4_t_cell,39869,40.0488191982
sample04728,99551,cd8_t_cell,16761,16.8365963175
sample04728,99551,monocyte,21900,21.9987744975
sample04728,99551,nk_cell,11200,11.2505148115
sample04729,95653,b_cell,12678,13.2541582595
sample04729,95653,cd4_t_cell,32563,34.0428423573
sample04729,95653,cd8_t_cell,27860,29.1261120927
sample04729,95653,monocyte,14092,14.7324182200
sample04729,95653,nk_cell,8460,8.8444690705
sample04730,110463,b_cell,15239,13.7955695572
sample04730,110463,cd4_t_cell,27131,24.5611652771
sample04730,110463,cd8_t_cell,31325,28.3579116989
sample04730,110463,monocyte,20513,18.5700189204
sample04730,110463,nk_cell,16255,14.7153345464
sample04731,97847,b_cell,6671,6.8177869531
sample04731,97847,cd4_t_cell,30595,31.2682044416
sample04731,97847,cd8_t_cell,22383,22.8755097244
sample04731,97847,monocyte,19204,19.6265598332
sample04731,97847,nk_cell,18994,19.4119390477
sample04732,106043,b_cell,16032,15.1183953679
sample04732,106043,cd4_t_cell,29757,28.0612581689
sample04732,106043,cd8_t_cell,22133,20.8717218487
sample04732,106043,monocyte,24841,23.4254029026
sample04732,106043,nk_cell,13280,12.5232217119
sample04733,100075,b_cell,7573,7.5673245066
sample04733,100075,cd4_t_cell,32642,32.6175368474
sample04733,100075,cd8_t_cell,17646,17.6327754184
sample04733,100075,monocyte,29783,29.7606794904
sample04733,100075,nk_cell,12431,12.4216837372
sample04734,109679,b_cell,7452,6.7943726693
sample04734,109679,cd4_t_cell,32649,29.7677768762
sample04734,109679,cd8_t_cell,26644,24.2927087227
sample04734,109679,monocyte,13100,11.9439455137
sample04734,109679,nk_cell,29834,27.2011962181
sample04735,92234,b_cell,11423,12.3848038684
sample04735,92234,cd4_t_cell,23132,25.0796886181
sample04735,92234,cd8_t_cell,20999,22.7670923954
sample04735,92234,monocyte,23271,25.2303922632
sample04735,92234,nk_cell,13409,14.5380228549
sample04736,105994,b_cell,4867,4.5917693454
sample04736,105994,cd4_t_cell,38162,36.0039247505
sample04736,105994,cd8_t_cell,23843,22.4946695096
sample04736,105994,monocyte,26756,25.2429382795
sample04736,105994,nk_cell,12366,11.6666981150
sample04737,101662,b_cell,18510,18.2073931262
sample04737,101662,cd4_t_cell,29163,28.6862347780
sample04737,101662,cd8_t_cell,22653,22.2826621550
sample04737,101662,monocyte,15889,15.6292419980
sample04737,101662,nk_cell,15447,15.1944679428
sample04738,93801,b_cell,7127,7.5980000213
sample04738,93801,cd4_t_cell,25534,27.2214581934
sample04738,93801,cd8_t_cell,26092,27.8163345807
sample04738,93801,monocyte,22867,24.3782049232
sample04738,93801,nk_cell,12181,12.9860022814
sample04739,99570,b_cell,7525,7.5574972381
sample04739,99570,cd4_t_cell,29116,29.2417394798
sample04739,99570,cd8_t_cell,33650,33.7953198755
sample04739,99570,monocyte,20597,20.6859495832
sample04739,99570,nk_cell,8682,8.7194938234
sample04740,100522,b_cell,7268,7.2302580530
sample04740,100522,cd4_t_cell,32330,32.1621137661
sample04740,100522,cd8_t_cell,23432,23.3103201289
